搜索城市,搜索词,名称,地址,点评数量,详情url
南京,休闲,弘阳未来世界主题乐园,江苏省南京市浦口区桥北欢乐花园(大桥北路北300米),15条点评,https://map.qq.com/poi/?sm=7202273033459330326&keyfrom=1
南京,休闲,南京水悦汗蒸盛会,江苏省南京市玄武区龙蟠路153号御湖国际大厦A栋1-4楼,15条点评,https://map.qq.com/poi/?sm=16318330265587526027&keyfrom=1
南京,休闲,中影GY国际影城,江苏省南京市秦淮区杨公井25号,15条点评,https://map.qq.com/poi/?sm=1571019181240391441&keyfrom=1
南京,休闲,MAGO PARTY·K(1912店),江苏省南京市玄武区长江路288号1912街区13号楼,15条点评,https://map.qq.com/poi/?sm=9058645650958366621&keyfrom=1
南京,休闲,温莎KTV(山西路店),江苏省南京市鼓楼区中山北路217号龙吟广场3楼,15条点评,https://map.qq.com/poi/?sm=13979445655870783540&keyfrom=1
南京,休闲,米乐星世界KTV云南北路店,江苏省南京市鼓楼区云南北路28-2号,15条点评,https://map.qq.com/poi/?sm=15574735705490081447&keyfrom=1
南京,休闲,米贩KTV(湖南路店),江苏省南京市鼓楼区湖南路47号凤凰台饭店3楼,15条点评,https://map.qq.com/poi/?sm=7048030475502840763&keyfrom=1
南京,休闲,PAULANER BRAUHAUS宝莱纳啤酒花园餐厅(南京店),江苏省南京市鼓楼区广州路123号,15条点评,https://map.qq.com/poi/?sm=5470041497734179609&keyfrom=1
南京,休闲,幸福蓝海梦幻影城,江苏省南京市秦淮区莫愁路329号越界梦幻城34栋,15条点评,https://map.qq.com/poi/?sm=8582908781480168111&keyfrom=1
南京,休闲,大华大戏院(中山南路店),江苏省南京市秦淮区中山南路67号,15条点评,https://map.qq.com/poi/?sm=13238006928533810340&keyfrom=1
南京,休闲,百家湖摩天轮(佳湖东路店),江苏省南京市江宁区佳湖东路,,https://map.qq.com/poi/?sm=9631141119750746954&keyfrom=1
南京,休闲,云上棋牌会所(珠江路店),江苏省南京市玄武区珠江路67号赛格数码广场5楼(珠江路与丹凤街交叉口),15条点评,https://map.qq.com/poi/?sm=11977342414673041608&keyfrom=1
南京,休闲,江苏大剧院,江苏省南京市建邺区梦都大街181号,16条点评,https://map.qq.com/poi/?sm=16005656738504124383&keyfrom=1
南京,休闲,德云社,江苏省南京市秦淮区老门东历史街区(龙蟠路),18条点评,https://map.qq.com/poi/?sm=9904390373264058703&keyfrom=1
南京,休闲,经络堂健康养生馆(南京旗舰店),江苏省南京市鼓楼区江东北路111号东宝大厦,15条点评,https://map.qq.com/poi/?sm=8737667762609325379&keyfrom=1
南京,休闲,南京保利大剧院,江苏省南京市建邺区邺城路6号(近青奥文化体育公园),16条点评,https://map.qq.com/poi/?sm=1642575190922527024&keyfrom=1
南京,休闲,南京银杏湖乐园,江苏省南京市江宁区开发区银杏湖大道520号,18条点评,https://map.qq.com/poi/?sm=1652641948307811712&keyfrom=1
南京,休闲,东城娱乐商务KTV,江苏省南京市秦淮区瑞金路3号,4条点评,https://map.qq.com/poi/?sm=14488653387618050281&keyfrom=1
南京,休闲,魅KTV(新街口店),江苏省南京市秦淮区新街口正洪街18号东宇大厦一禾广场3层,15条点评,https://map.qq.com/poi/?sm=3298049235030577010&keyfrom=1
南京,休闲,君之康洗浴中心,江苏省南京市秦淮区洪武路街道中华路154号,7条点评,https://map.qq.com/poi/?sm=14615575743848287222&keyfrom=1
南京,休闲,悦汤汇韩式汗蒸(建宁路店),江苏省南京市鼓楼区建宁路31号,15条点评,https://map.qq.com/poi/?sm=14944143312922064225&keyfrom=1
南京,休闲,乐界纯K,江苏省南京市鼓楼区中山北路281号虹桥中心F3层-302,15条点评,https://map.qq.com/poi/?sm=6356540592632206357&keyfrom=1
南京,休闲,海韵之星邮轮水会(明发商业广场店),江苏省南京市雨花台区丁墙路6号明发商业广场2幢,16条点评,https://map.qq.com/poi/?sm=9584317455801180344&keyfrom=1
南京,休闲,云几·紫金山,江苏省南京市玄武区紫金山风景名胜区石象路7-9号,15条点评,https://map.qq.com/poi/?sm=1967019770185028741&keyfrom=1
南京,休闲,星巴克臻选(艾尚天地店),江苏省南京市玄武区中山路100号艾尚天地102室,,https://map.qq.com/poi/?sm=16743168867070458811&keyfrom=1
南京,休闲,麦地带KTV(汉中门店),江苏省南京市鼓楼区汉中门大街2号蔚蓝之都3楼(金鹰特惠中心对面),15条点评,https://map.qq.com/poi/?sm=14720116848572854162&keyfrom=1
南京,休闲,大赢家棋牌室休闲(洪武路店),江苏省南京市秦淮区洪武路330号(张府园地铁站2号口步行310米),15条点评,https://map.qq.com/poi/?sm=8950617303603554520&keyfrom=1
南京,休闲,踏浪电竞,江苏省南京市秦淮区淮海路2号3层,16条点评,https://map.qq.com/poi/?sm=11649189586345454993&keyfrom=1
南京,休闲,桃叶渡汗蒸SPA休闲广场,江苏省南京市浦口区江北新区大桥北路20号江畔明珠广场16幢,16条点评,https://map.qq.com/poi/?sm=17710274964609097401&keyfrom=1
南京,休闲,米乐星世界KTV,江苏省南京市秦淮区长乐路3号通服大厦2-3层,16条点评,https://map.qq.com/poi/?sm=5313048840935468696&keyfrom=1
南京,休闲,汤森悠生活文化(汤睿城店),江苏省南京市建邺区集庆门大街268号苏宁慧谷E07-2号,15条点评,https://map.qq.com/poi/?sm=3376501371519742812&keyfrom=1
南京,休闲,月光曲和咖啡店(龙园西路店),江苏省南京市鼓楼区龙园西路9号09栋1单元102,15条点评,https://map.qq.com/poi/?sm=17992992713543566590&keyfrom=1
南京,休闲,云上棋牌会所(新街口店),江苏省南京市秦淮区新街口洪武路162号3楼(洪武路与羊皮巷交叉口豪客来牛排楼上),15条点评,https://map.qq.com/poi/?sm=15417073645914186729&keyfrom=1
南京,休闲,老南京澡堂子,江苏省南京市建邺区水西门大街美高美大厦二楼,15条点评,https://map.qq.com/poi/?sm=17319991506443834133&keyfrom=1
南京,休闲,杜比乐园,江苏省南京市江宁区秦禄大道889号,15条点评,https://map.qq.com/poi/?sm=3920219687770019856&keyfrom=1
南京,休闲,云几南京茶馆(钟山店),江苏省南京市玄武区钟山风景名胜区四方城西路10号,15条点评,https://map.qq.com/poi/?sm=1859569328174927672&keyfrom=1
南京,休闲,欢乐迪氧吧KTV(南京现代店),江苏省南京市秦淮区中山南路321-1号现代大厦,16条点评,https://map.qq.com/poi/?sm=14008675589752402581&keyfrom=1
南京,休闲,DMO·稻香音乐空间,江苏省南京市建邺区江东中路222号奥体中心北商业街1层A18号,15条点评,https://map.qq.com/poi/?sm=2226228275729156219&keyfrom=1
南京,休闲,弘海温泉,江苏省南京市浦口区大桥北路48号弘阳广场A4幢1-4楼,,https://map.qq.com/poi/?sm=8336826905817064327&keyfrom=1
南京,休闲,江苏省科技工作者活动中心,江苏省南京市建邺区梦都大街50号,7条点评,https://map.qq.com/poi/?sm=1145060454010106277&keyfrom=1
南京,休闲,茶肆·融合菜(东宝路店),江苏省南京市鼓楼区清江路99号,,https://map.qq.com/poi/?sm=13949392503625367357&keyfrom=1
南京,休闲,富都国际六号公馆,江苏省南京市栖霞区合班村375号金盛百货迈皋桥广场A座3楼,1条点评,https://map.qq.com/poi/?sm=11157286273171272696&keyfrom=1
南京,休闲,江湖棋牌(洪武路店),江苏省南京市秦淮区洪武路283号2楼,15条点评,https://map.qq.com/poi/?sm=13664396199225102281&keyfrom=1
南京,休闲,Helens海伦司小酒馆(南京越城汇店),江苏省南京市江宁区将军大道9号托乐嘉街区109号越城汇大厦2楼202-203号铺位,15条点评,https://map.qq.com/poi/?sm=2173435281901675278&keyfrom=1
南京,休闲,江苏格冠集团,江苏省南京市浦口区珍珠路原盘城葡萄庄园,15条点评,https://map.qq.com/poi/?sm=18393970962794621859&keyfrom=1
南京,休闲,豪龙国际,江苏省南京市栖霞区晓庄村56号1·3楼,1条点评,https://map.qq.com/poi/?sm=267881841471404330&keyfrom=1
南京,休闲,V·SHOW(南京店),江苏省南京市鼓楼区扬子江大道208号涵碧楼金融中心一层,15条点评,https://map.qq.com/poi/?sm=17549807774720509648&keyfrom=1
南京,休闲,傲泓度假酒店(河西奥体店),江苏省南京市建邺区乐山路192号,15条点评,https://map.qq.com/poi/?sm=131246226713974542&keyfrom=1
南京,休闲,香水湾休闲会所,江苏省南京市江宁区兴民南路11号,13条点评,https://map.qq.com/poi/?sm=18298397290163184266&keyfrom=1
南京,休闲,顺水人情,江苏省南京市江宁区竹山南路499号1-2层,15条点评,https://map.qq.com/poi/?sm=10926930038194151107&keyfrom=1
南京,休闲,乡伴苏家理想村,江苏省南京市江宁区苏家文创小镇,16条点评,https://map.qq.com/poi/?sm=15633291851999174670&keyfrom=1
南京,休闲,欢乐迪KTV(迈皋桥弘阳家居店),江苏省南京市栖霞区万兴路迈皋桥创业园1-183号B区三层KTV-2号商铺,15条点评,https://map.qq.com/poi/?sm=1290317066660958668&keyfrom=1
南京,休闲,小莲庄棋牌(中华路店),江苏省南京市秦淮区中华路166号中华路商务楼3层,15条点评,https://map.qq.com/poi/?sm=12015032913166495828&keyfrom=1
南京,休闲,中影国际影城(雨花台南站店),江苏省南京市雨花台区玉兰路99号明发商业广场1幢B6区4楼,13条点评,https://map.qq.com/poi/?sm=14139680289928399718&keyfrom=1
南京,休闲,水月秦淮颐足百年养生会所,江苏省南京市江宁区双龙大道1008号,15条点评,https://map.qq.com/poi/?sm=17152634663650845127&keyfrom=1
南京,休闲,沐槿宫韩式汗蒸水汇(马群店),江苏省南京市栖霞区花港路与祈福中路口牡丹园1幢,15条点评,https://map.qq.com/poi/?sm=16844588637064517969&keyfrom=1
南京,休闲,悦飞扬量贩式KTV(d9街区店),江苏省南京市栖霞区尧化门太龙路三元祠99-5号D九街区,15条点评,https://map.qq.com/poi/?sm=11365516880029575829&keyfrom=1
南京,休闲,贰麻酒馆(百家湖店),江苏省南京市江宁区百家湖1912街区10号楼,15条点评,https://map.qq.com/poi/?sm=8710975727973595175&keyfrom=1
南京,休闲,权品七汤温泉南京店,江苏省南京市浦口区江浦街道团结路56号滨江和园商业2号,15条点评,https://map.qq.com/poi/?sm=8388251584736979568&keyfrom=1
南京,休闲,临水宫水文化酒店,江苏省南京市建邺区新城科技园河西大街66号徐矿广场,15条点评,https://map.qq.com/poi/?sm=6185653411369520036&keyfrom=1
南京,休闲,丰硕欢乐农场,江苏省南京市江宁区汤山镇尚庄小学东南方向290米处,10条点评,https://map.qq.com/poi/?sm=4474865713123283574&keyfrom=1
南京,休闲,踏浪电竞(夫子庙店),江苏省南京市秦淮区建康路115号3楼,15条点评,https://map.qq.com/poi/?sm=1240196753895401242&keyfrom=1
南京,休闲,唯爱星空KTV(东城汇店),江苏省南京市栖霞区文苑路8号东城汇F2,,https://map.qq.com/poi/?sm=594166517599716051&keyfrom=1
南京,休闲,汤山一号温泉,江苏省南京市江宁区汤山镇温泉路5号,,https://map.qq.com/poi/?sm=6146453472057955474&keyfrom=1
南京,休闲,中影国际影城(仙林金鹰店),江苏省南京市栖霞区仙林大学城学海路1号金鹰奥莱城C馆2层,15条点评,https://map.qq.com/poi/?sm=11290168119909752581&keyfrom=1
南京,休闲,星聚会KTV(奥体店),江苏省南京市建邺区奥体大街177号环宇广场B座3F,15条点评,https://map.qq.com/poi/?sm=2301134056154198138&keyfrom=1
南京,休闲,丽池宫韩式汗蒸温泉会馆,江苏省南京市建邺区江东中路236号华灯坊B1层,,https://map.qq.com/poi/?sm=1387753590349015188&keyfrom=1
南京,休闲,大蓝鲸欢乐汤温泉汗蒸洗浴,江苏省南京市江宁区格致路文鼎广场水街3号楼,15条点评,https://map.qq.com/poi/?sm=3031672071617337756&keyfrom=1
南京,休闲,桃源足浴会所(大厂店),江苏省南京市六合区毕洼路128号(大厂区粮食局旁100米),15条点评,https://map.qq.com/poi/?sm=5342393545097900029&keyfrom=1
南京,休闲,翠林玥漫健康生活馆(河西店),江苏省南京市建邺区庐山路288号B幢1-2层,15条点评,https://map.qq.com/poi/?sm=8970240962892722984&keyfrom=1
南京,休闲,御池宫温泉,江苏省南京市浦口区浦口大道明发新城中心2栋3单元,15条点评,https://map.qq.com/poi/?sm=4149563067668736119&keyfrom=1
南京,休闲,Helens海伦司小酒馆(南京江宁大学城店),江苏省南京市江宁区鹏山路9号江宁大学城金邻生活广场1区3楼(海友酒店旁),,https://map.qq.com/poi/?sm=1298635206332854225&keyfrom=1
南京,休闲,瓦苑茶馆,江苏省南京市江宁区湖滨路18号胜太广场1幢,15条点评,https://map.qq.com/poi/?sm=7863577529162551452&keyfrom=1
南京,休闲,汤森沐浴,江苏省南京市江宁区东山街道上元大街336号万达广场E座对面,15条点评,https://map.qq.com/poi/?sm=7506633616483772932&keyfrom=1
南京,休闲,毛虎农庄,江苏省南京市江宁区园岗路与园后路交叉口正东方向82米,15条点评,https://map.qq.com/poi/?sm=11789215105947276836&keyfrom=1
南京,休闲,乐汤汇(大厂店),江苏省南京市六合区新华路601号,15条点评,https://map.qq.com/poi/?sm=8465531721621296484&keyfrom=1
南京,休闲,景业百果园,江苏省南京市江宁区淳化街道青龙社区(青龙路索墅路北行1000米),15条点评,https://map.qq.com/poi/?sm=17345300183309854826&keyfrom=1
南京,休闲,喜神休闲体验馆,"江苏省南京市六合区大厂潘营路109号(国美往南,品尊大酒店对面)",11条点评,https://map.qq.com/poi/?sm=4476100640888663982&keyfrom=1
南京,休闲,梦之声主题KTV,江苏省南京市江宁区东山街道文靖西路173号(文靖西路与北沿路交叉路口处),15条点评,https://map.qq.com/poi/?sm=2194362915946750682&keyfrom=1
南京,休闲,众潮KTV(岱山店),"江苏省南京市雨花台区岱山新城岱山中路6号(西善花苑,义徳西苑,岱山新城岱山社区中心)",15条点评,https://map.qq.com/poi/?sm=9069060131077675371&keyfrom=1
南京,休闲,新坐标主题KTV,江苏省南京市江宁区天元东路388号义乌商品城A区1栋3楼301(龙眠大道地铁2号口向东50米),15条点评,https://map.qq.com/poi/?sm=521161615921325225&keyfrom=1
南京,休闲,神话量贩式KTV(东新南路店),江苏省南京市江宁区东新南路399号金宝美食城B座2楼(金宝商业广场),8条点评,https://map.qq.com/poi/?sm=17271696767574328005&keyfrom=1
南京,休闲,南京职工疗养院,江苏省南京市江宁区谷里街道牛首大道111号,14条点评,https://map.qq.com/poi/?sm=16562977100842852246&keyfrom=1
南京,休闲,御龙宫温泉(六合店),江苏省南京市六合区雄州街道雄州东路理想城02幢95-2,15条点评,https://map.qq.com/poi/?sm=11862882166943573003&keyfrom=1
南京,休闲,汤山紫清湖森林温泉,江苏省南京市江宁区汤山环镇北路8号,15条点评,https://map.qq.com/poi/?sm=18385114617294998707&keyfrom=1
南京,休闲,悦桐温泉酒店休闲中心,江苏省南京市溧水区恒隆国际商贸大厦(中山湖地铁站3号口步行420米),,https://map.qq.com/poi/?sm=5160812345524280566&keyfrom=1
南京,休闲,乐汤汇温泉馆(六合店),江苏省南京市六合区雄州东路御珑湾六号楼,15条点评,https://map.qq.com/poi/?sm=13277113108012493847&keyfrom=1
南京,休闲,皮卡丘主题KTV(莱茵达路店),江苏省南京市江宁区莱茵达路15号3层,15条点评,https://map.qq.com/poi/?sm=9991812407245163776&keyfrom=1
南京,休闲,杨山头温泉,江苏省南京市浦口区七联圩路,,https://map.qq.com/poi/?sm=15157683443982403915&keyfrom=1
南京,休闲,in象汇量贩式KTV(江宁文鼎店),江苏省南京市江宁区格致路99号文鼎广场9幢,16条点评,https://map.qq.com/poi/?sm=3387717273725013557&keyfrom=1
南京,休闲,星聚会KTV(景枫中心店),江苏省南京市江宁区双龙大道1698号景枫中心F2,15条点评,https://map.qq.com/poi/?sm=15334016316869589988&keyfrom=1
南京,休闲,金沙汤泉,江苏省南京市高淳区淳溪镇宝塔路366号,11条点评,https://map.qq.com/poi/?sm=12511588851060419638&keyfrom=1
南京,休闲,星巴克(南京南站出发夹层店),江苏省南京市雨花台区玉兰路98号南京南站出发层4层,,https://map.qq.com/poi/?sm=760545911621037790&keyfrom=1
南京,休闲,金色庄园草莓基地,江苏省南京市溧水区东屏镇长乐社区凉蓬村888号,9条点评,https://map.qq.com/poi/?sm=1956243273095973964&keyfrom=1
南京,休闲,星巴克(天迈广场店),"江苏省南京市建邺区莲池路89号第一层的2,3单元第二层的2单元局部及3单元",,https://map.qq.com/poi/?sm=13719339099755056235&keyfrom=1
南京,休闲,苏康生态园,江苏省南京市六合区龙池街道孔家湾,15条点评,https://map.qq.com/poi/?sm=1607196162568830073&keyfrom=1
南京,休闲,星河影城(江宁大学城店),江苏省南京市江宁区鹏山路9号江宁大学城商贸中心2楼,15条点评,https://map.qq.com/poi/?sm=11852351388648727945&keyfrom=1
南京,休闲,星巴克(牛首山店),江苏省南京市江宁区丹阳大道与佛城西路交叉口南150米牛首山文化旅游区东入口游客接待中心101号铺位,,https://map.qq.com/poi/?sm=1966503405841083227&keyfrom=1
南京,休闲,苏A·小酒馆(东城汇店),江苏省南京市栖霞区文苑路8号东城汇B1,15条点评,https://map.qq.com/poi/?sm=7278619566626893694&keyfrom=1
南京,休闲,天音量贩KTV,江苏省南京市鼓楼区湖南路街道18号,15条点评,https://map.qq.com/poi/?sm=14992103091656144231&keyfrom=1
南京,休闲,莫愁咖啡·花植·空间,江苏省南京市秦淮区莫愁路12号,17条点评,https://map.qq.com/poi/?sm=7489574444206651811&keyfrom=1
南京,休闲,和子足浴SPA会馆(江宁弘阳广场店),"江苏省南京市江宁区双龙大道1222号弘阳家居4楼4018,4100号铺位",15条点评,https://map.qq.com/poi/?sm=7366428381507075871&keyfrom=1
南京,休闲,江南足韵影院式足道(尧化门店),江苏省南京市栖霞区尧佳路25-4号尧林仙居大卖场三楼307,15条点评,https://map.qq.com/poi/?sm=1289792855066485203&keyfrom=1
南京,休闲,十三区跳舞俱乐部,江苏省南京市玄武区曼度广场2楼,15条点评,https://map.qq.com/poi/?sm=14947044417634883083&keyfrom=1
南京,休闲,江宁汇商务会所KTV,江苏省南京市江宁区天元东路168号江宁供销科技大厦内,9条点评,https://map.qq.com/poi/?sm=9010138936309137074&keyfrom=1
南京,休闲,星地标KTV(华灯坊店),江苏省南京市建邺区江东中路236号2楼,15条点评,https://map.qq.com/poi/?sm=13792034573207430890&keyfrom=1
南京,休闲,KAOS NIGHT CLUB,江苏省南京市玄武区北京东路4号荔枝广场F1层,15条点评,https://map.qq.com/poi/?sm=3963850480291425067&keyfrom=1
南京,休闲,Owl Voice猫头鹰空间,江苏省南京市玄武区阳光路3号太阳宫演艺广场B1层,15条点评,https://map.qq.com/poi/?sm=5468029727631282397&keyfrom=1
南京,休闲,雨花剧院,江苏省南京市雨花台区雨花西路9号(中华门地铁站3号口步行410米),15条点评,https://map.qq.com/poi/?sm=15509735434979533878&keyfrom=1
南京,休闲,南京1913国民小剧场,江苏省南京市玄武区洪武北路129号德必1913WE艺术街区,15条点评,https://map.qq.com/poi/?sm=13900860064096979638&keyfrom=1
南京,休闲,1701 Egg Bar,江苏省南京市雨花台区安德门大街57号1栋112号,,https://map.qq.com/poi/?sm=13151879533910103766&keyfrom=1
南京,休闲,南京太阳宫剧场,江苏省南京市玄武区阳光路3号,,https://map.qq.com/poi/?sm=3384782703581132935&keyfrom=1
南京,休闲,星空剧场,江苏省南京市建邺区江东中路391号C栋楼,17条点评,https://map.qq.com/poi/?sm=14594964501821142289&keyfrom=1
南京,休闲,猫头婴小酒馆(洪武路店),江苏省南京市秦淮区洪武路长发银座2楼,15条点评,https://map.qq.com/poi/?sm=5199066007493161051&keyfrom=1
南京,休闲,MASK CLUB(南京百家湖1912店),江苏省南京市江宁区双龙大道1680号佳湖东路百家湖1912街区15号楼,15条点评,https://map.qq.com/poi/?sm=11907283139557609963&keyfrom=1
南京,休闲,大蓝鲸老澡堂,江苏省南京市建邺区莫愁湖东路58号6号楼1层,15条点评,https://map.qq.com/poi/?sm=6863165942904304697&keyfrom=1
南京,休闲,江蘭水汇足道,江苏省南京市栖霞区马群新街163号2楼,15条点评,https://map.qq.com/poi/?sm=2591368304822992565&keyfrom=1
南京,休闲,Helens海伦司小酒馆(南京义乌小商品城店),江苏省南京市江宁区天元东路388号义乌小商品城C2区三楼(曼巴影城楼下),15条点评,https://map.qq.com/poi/?sm=2169524186942389692&keyfrom=1
南京,休闲,熙水度假酒店,江苏省南京市江宁区天元西路199号,15条点评,https://map.qq.com/poi/?sm=5497481487886263583&keyfrom=1
南京,休闲,温莎KTV(百家湖1912店),江苏省南京市江宁区百家湖1912街区16号楼3层(湖边停车场),15条点评,https://map.qq.com/poi/?sm=11098517825541355330&keyfrom=1
南京,休闲,酒池JOYCHIC,江苏省南京市秦淮区游府西街51号,,https://map.qq.com/poi/?sm=4977168018226622077&keyfrom=1
南京,休闲,K.PARTY.K,江苏省南京市秦淮区洪武路239-3号,15条点评,https://map.qq.com/poi/?sm=13572723092522376025&keyfrom=1
南京,休闲,MOSSO音乐现场,江苏省南京市建邺区应天大街888号金鹰世界2楼(1号门3号电梯旁),,https://map.qq.com/poi/?sm=6801397709263727556&keyfrom=1
南京,休闲,音乐之声KTV,江苏省南京市江宁区天元中路辅路与淮浦路交叉口北80米,12条点评,https://map.qq.com/poi/?sm=3102389839744132945&keyfrom=1
南京,休闲,魅KTV苜蓿园大街北京华联店,江苏省南京市秦淮区苜蓿园大街华联超市,15条点评,https://map.qq.com/poi/?sm=3819034671963675155&keyfrom=1
南京,休闲,1701 Live House,江苏省南京市雨花台区安德门大街57号,15条点评,https://map.qq.com/poi/?sm=2083361752843734485&keyfrom=1
南京,休闲,海宴和清,江苏省南京市建邺区腾达雅苑北50米(嵩山路),15条点评,https://map.qq.com/poi/?sm=16284597627753890347&keyfrom=1
南京,休闲,WP-PARTY.K,江苏省南京市建邺区江东中路237号中央商场(河西店)F3,15条点评,https://map.qq.com/poi/?sm=9865913037380068469&keyfrom=1
南京,休闲,和子足浴SPA会馆(奥体店),江苏省南京市建邺区嵩山路138号3楼,15条点评,https://map.qq.com/poi/?sm=2743996139591788410&keyfrom=1
南京,休闲,金陵淳梦足道K歌SPA棋牌会所,江苏省南京市高淳区石臼湖北路98号3F303商铺,15条点评,https://map.qq.com/poi/?sm=2461028749191293800&keyfrom=1
南京,休闲,BOOMSHAKE(南京店),江苏省南京市建邺区江东中路329号金奥美学生活馆1层L101-L105号,15条点评,https://map.qq.com/poi/?sm=3287971325211299826&keyfrom=1
南京,休闲,米贩KTV(新街口店),江苏省南京市秦淮区洪武路23号隆盛大厦西入口,15条点评,https://map.qq.com/poi/?sm=7741462038503839363&keyfrom=1
南京,休闲,和子足浴SPA会馆(应天大街店),江苏省南京市建邺区应天大街837号弘瑞广场01幢201室,15条点评,https://map.qq.com/poi/?sm=8554696078364593267&keyfrom=1
南京,休闲,Z9CLUb(环亚凯瑟琳广场店),江苏省南京市玄武区北京东路1号环亚凯瑟琳广场F1,15条点评,https://map.qq.com/poi/?sm=7808846760742710158&keyfrom=1
南京,休闲,K11 PARTY KTV,江苏省南京市江宁区百家湖星巴克(弘阳生活广场店)隔壁,15条点评,https://map.qq.com/poi/?sm=5070677071629509406&keyfrom=1
南京,休闲,水秀汤泉,江苏省南京市建邺区江东中路118号,15条点评,https://map.qq.com/poi/?sm=14785967835039937331&keyfrom=1
南京,休闲,和子足浴SPA会馆(九龙湖店),江苏省南京市江宁区秣陵街道长亭街9号俊杰科创大厦,15条点评,https://map.qq.com/poi/?sm=3101656709953629667&keyfrom=1
南京,休闲,MAGO PARTY·K(河西澎湃力中心店),江苏省南京市建邺区江东中路300号国际博览中心10号馆7号门3层,15条点评,https://map.qq.com/poi/?sm=1186688971622808200&keyfrom=1
南京,休闲,NIU BEER世界精酿啤酒博物馆(建邺吾悦店),江苏省南京市建邺区江东快速路与江东门北街 吾悦广场B1,,https://map.qq.com/poi/?sm=3382803959994885880&keyfrom=1
南京,休闲,南京汤山涵田·臻温泉,江苏省南京市江宁区汤山街道延祥路66号,15条点评,https://map.qq.com/poi/?sm=7307074462438511581&keyfrom=1
